"Identifier","Frequency","Languages"
"joke_n",13,"Spanish"
"joke_n",13,"Welsh"
"joke_v",3,"Latin"
"shall_v",678,"Dutch"
"shall_v",678,"Middle Dutch"
"shall_v",678,"Middle English"
"shall_v",678,"Old English"
"shall_v",678,"Frisian"
"shall_v",678,"German"
"shall_v",678,"Old High German"
"shall_v",678,"Germanic"
"shall_v",678,"Gothic"
"shall_v",678,"Lithuanian"
"shall_v",678,"Old Norse"
"shall_v",678,"Slavic"
"shall_v",678,"Swedish"
"pour_v",42,"Old English"
"pour_v",42,"French"
"pour_v",42,"Old French"
"pour_v",42,"Latin"
"provision_n",11,"French"
"provision_n",11,"Old French"
"provision_n",11,"Latin"
"commodity_n",1,"French"
"commodity_n",1,"Old French"
"commodity_n",1,"Latin"
"luxury_n",1,"French"
"luxury_n",1,"Old French"
"luxury_n",1,"Italian"
"luxury_n",1,"Latin"
"luxury_n",1,"Spanish"
"enthusiastic_adj",1,"Greek"
"invitation_n",7,"Latin"
"snow_n",70,"Dutch"
"snow_n",70,"Middle Dutch"
"snow_n",70,"Middle English"
"snow_n",70,"Old English"
"snow_n",70,"Frisian"
"snow_n",70,"German"
"snow_n",70,"Low German"
"snow_n",70,"Old High German"
"snow_n",70,"Germanic"
"snow_n",70,"Gothic"
"snow_n",70,"Greek"
"snow_n",70,"Irish"
"snow_n",70,"Old Irish"
"snow_n",70,"Latin"
"snow_n",70,"Lithuanian"
"snow_n",70,"Old Norse"
"snow_n",70,"Church Slavonic"
"snow_n",70,"Old Church Slavonic"
"snow_n",70,"Russian"
"snow_n",70,"Sanskrit"
"snow_n",70,"Slovak"
"snow_n",70,"Welsh"
"snow_v",2,"Dutch"
"snow_v",2,"Middle Dutch"
"snow_v",2,"Old English"
"snow_v",2,"German"
"snow_v",2,"Germanic"
"snow_v",2,"Old Norse"
"snow_v",2,"Swedish"
"voluntary_adj",1,"Latin"
"assistant_n",1,"French"
"assistant_n",1,"Latin"
"constant_adj",3,"French"
"constant_adj",3,"Old French"
"constant_adj",3,"Latin"
"stream_n",165,"Danish"
"stream_n",165,"Dutch"
"stream_n",165,"Middle English"
"stream_n",165,"Old English"
"stream_n",165,"Frisian"
"stream_n",165,"German"
"stream_n",165,"Old High German"
"stream_n",165,"Germanic"
"stream_n",165,"Old Norse"
"stream_n",165,"Norwegian"
"stream_n",165,"Swedish"
"stream_v",21,"Danish"
"stream_v",21,"Dutch"
"stream_v",21,"German"
"hundred_n",35,"Avestan"
"hundred_n",35,"Breton"
"hundred_n",35,"Delaware"
"hundred_n",35,"Old English"
"hundred_n",35,"Frisian"
"hundred_n",35,"German"
"hundred_n",35,"Old High German"
"hundred_n",35,"Germanic"
"hundred_n",35,"Gothic"
"hundred_n",35,"Greek"
"hundred_n",35,"Irish"
"hundred_n",35,"Old Irish"
"hundred_n",35,"Latin"
"hundred_n",35,"Lithuanian"
"hundred_n",35,"Old Norse"
"hundred_n",35,"Church Slavonic"
"hundred_n",35,"Old Church Slavonic"
"hundred_n",35,"Sanskrit"
"variation_n",1,"French"
"variation_n",1,"Old French"
"variation_n",1,"Latin"
"thank_v",33,"Danish"
"thank_v",33,"Dutch"
"thank_v",33,"Middle Dutch"
"thank_v",33,"Old English"
"thank_v",33,"Frisian"
"thank_v",33,"German"
"thank_v",33,"Old High German"
"thank_v",33,"Germanic"
"thank_v",33,"Old Norse"
"notice_n",18,"French"
"notice_n",18,"Old French"
"notice_n",18,"Latin"
"admittance_n",2,"French"
"admittance_n",2,"Latin"
"pretend_v",8,"French"
"pretend_v",8,"Old French"
"pretend_v",8,"Latin"
"busy_adj",52,"Dutch"
"busy_adj",52,"Middle English"
"busy_adj",52,"Old English"
"busy_adj",52,"German"
"busy_adj",52,"Low German"
"busy_adj",52,"Germanic"
"busy_adj",52,"Indo-European"
"busy_v",6,"Old English"
"preparation_n",4,"French"
"preparation_n",4,"Old French"
"preparation_n",4,"Latin"
"arrival_n",6,"French"
"arrival_n",6,"Old French"
"view_n",34,"French"
"view_n",34,"Old French"
"view_n",34,"Latin"
"field_n",157,"Danish"
"field_n",157,"Dutch"
"field_n",157,"Middle Dutch"
"field_n",157,"Old English"
"field_n",157,"Finnish"
"field_n",157,"French"
"field_n",157,"Frisian"
"field_n",157,"German"
"field_n",157,"Old High German"
"field_n",157,"Germanic"
"field_n",157,"Swedish"
"field_v",3,"Old English"
"rope_n",46,"Dutch"
"rope_n",46,"Middle Dutch"
"rope_n",46,"Middle English"
"rope_n",46,"Old English"
"rope_n",46,"Finnish"
"rope_n",46,"Frisian"
"rope_n",46,"German"
"rope_n",46,"Old High German"
"rope_n",46,"Germanic"
"rope_n",46,"Gothic"
"rope_n",46,"Old Norse"
"tent_n",19,"French"
"tent_n",19,"Old French"
"tent_n",19,"Latin"
"pavilion_n",16,"French"
"pavilion_n",16,"Old French"
"pavilion_n",16,"Latin"
"entrance_n",22,"French"
"cut_n",20,"German"
"cut_v",107,"Middle English"
"cut_v",107,"Old English"
"cut_v",107,"French"
"cut_v",107,"Old French"
"cut_v",107,"German"
"cut_v",107,"Germanic"
"cut_v",107,"Old Norse"
"cut_v",107,"Swedish"
"step_n",138,"Dutch"
"step_n",138,"Middle Dutch"
"step_n",138,"Old English"
"step_n",138,"Frisian"
"step_n",138,"German"
"step_n",138,"Old High German"
"step_v",78,"Dutch"
"step_v",78,"Middle Dutch"
"step_v",78,"Middle English"
"step_v",78,"Old English"
"step_v",78,"Frisian"
"step_v",78,"German"
"step_v",78,"Old High German"
"step_v",78,"Germanic"
"step_v",78,"Church Slavonic"
"step_v",78,"Old Church Slavonic"
"adjoin_v",1,"French"
"adjoin_v",1,"Old French"
"adjoin_v",1,"Latin"
"envy_v",3,"French"
"envy_v",3,"Old French"
"proudly_adv",12,"Old English"
"near_adv",102,"Old English"
"near_adv",102,"Old Norse"
"lantern_n",20,"French"
"lantern_n",20,"Old French"
"lantern_n",20,"Greek"
"lantern_n",20,"Latin"
"enormous_adj",7,"Latin"
"kitchen_n",11,"Danish"
"kitchen_n",11,"Dutch"
"kitchen_n",11,"Middle Dutch"
"kitchen_n",11,"Old English"
"kitchen_n",11,"French"
"kitchen_n",11,"German"
"kitchen_n",11,"Old High German"
"kitchen_n",11,"Germanic"
"kitchen_n",11,"Latin"
"kitchen_n",11,"Spanish"
"erect_adj",3,"Latin"
"erect_v",2,"Latin"
"corner_n",62,"French"
"corner_n",62,"Old French"
"corner_n",62,"Latin"
"cook_n",4,"Old English"
"cook_n",4,"Ga"
"cook_n",4,"German"
"cook_n",4,"Old High German"
"cook_n",4,"Germanic"
"cook_n",4,"Latin"
"cook_n",4,"Swedish"
"cook_v",6,"Middle English"
"cook_v",6,"Old English"
"cook_v",6,"Ga"
"cook_v",6,"German"
"cook_v",6,"Old High German"
"arrive_v",22,"French"
"arrive_v",22,"Old French"
"arrive_v",22,"Latin"
"supplement_v",2,"Spanish"
"rise_v",267,"Middle English"
"rise_v",267,"Old English"
"rise_v",267,"Frisian"
"rise_v",267,"German"
"rise_v",267,"Old High German"
"rise_v",267,"Germanic"
"rise_v",267,"Gothic"
"rise_v",267,"Old Norse"
"cloud_n",144,"Middle English"
"cloud_n",144,"Old English"
"cloud_n",144,"Greek"
"eve_n",4,"Danish"
"eve_n",4,"Dutch"
"eve_n",4,"Old English"
"eve_n",4,"Frisian"
"eve_n",4,"German"
"eve_n",4,"Old High German"
"eve_n",4,"Germanic"
"eve_n",4,"Old Norse"
"anxiety_n",10,"Middle English"
"anxiety_n",10,"Old English"
"anxiety_n",10,"Latin"
"intense_adj",2,"French"
"intense_adj",2,"Old French"
"intense_adj",2,"Latin"
"dawn_n",58,"Middle English"
"dawn_v",9,"Danish"
"dawn_v",9,"Old English"
"dawn_v",9,"German"
"dawn_v",9,"Germanic"
"dawn_v",9,"Old Norse"
"sun_n",240,"Dutch"
"sun_n",240,"Middle Dutch"
"sun_n",240,"Old English"
"sun_n",240,"German"
"sun_n",240,"Old High German"
"sun_n",240,"Germanic"
"sun_n",240,"Gothic"
"sun_n",240,"Old Norse"
"sun_n",240,"Spanish"
"fun_n",12,"Middle English"
"overlook_v",9,"Middle English"
"guest_n",75,"Dutch"
"guest_n",75,"Old English"
"guest_n",75,"Frisian"
"guest_n",75,"Ga"
"guest_n",75,"German"
"guest_n",75,"Germanic"
"guest_n",75,"Gothic"
"guest_n",75,"Latin"
"guest_n",75,"Old Norse"
"occasion_n",12,"French"
"occasion_n",12,"Old French"
"occasion_n",12,"Latin"
"system_n",1,"Greek"
"system_n",1,"Latin"
"toy_n",5,"Danish"
"toy_n",5,"Dutch"
"toy_n",5,"Middle Dutch"
"toy_n",5,"German"
"toy_n",5,"Swedish"
"dale_n",27,"Dutch"
"dale_n",27,"Old English"
"dale_n",27,"German"
"dale_n",27,"Old High German"
"dale_n",27,"Germanic"
"dale_n",27,"Gothic"
"dale_n",27,"Old Norse"
"dale_n",27,"Church Slavonic"
"dale_n",27,"Old Church Slavonic"
"dale_n",27,"Russian"
"dance_n",11,"Middle English"
"dance_v",17,"Old English"
"dance_v",17,"French"
"dance_v",17,"Old French"
"dance_v",17,"Frisian"
"dance_v",17,"German"
"dance_v",17,"Indo-European"
"dance_v",17,"Italian"
"dance_v",17,"Latin"
"dance_v",17,"Romanian"
"dance_v",17,"Russian"
"dance_v",17,"Spanish"
"dance_v",17,"Swedish"
"music_n",36,"Danish"
"music_n",36,"Dutch"
"music_n",36,"French"
"music_n",36,"Old French"
"music_n",36,"German"
"music_n",36,"Old High German"
"music_n",36,"Greek"
"music_n",36,"Italian"
"music_n",36,"Latin"
"music_n",36,"Spanish"
"lunch_n",10,"Middle English"
"lunch_n",10,"Old English"
"tea_n",8,"Arabic"
"tea_n",8,"Chinese"
"tea_n",8,"Dutch"
"tea_n",8,"French"
"tea_n",8,"German"
"tea_n",8,"Greek"
"tea_n",8,"Malay"
"tea_n",8,"Mandar"
"tea_n",8,"Persian"
"tea_n",8,"Portuguese"
"tea_n",8,"Russian"
"tea_n",8,"Spanish"
"tea_n",8,"Turkish"
"supper_n",34,"French"
"supper_n",34,"Old French"
"supper_n",34,"German"
"supper_n",34,"Germanic"
"lot_n",73,"Dutch"
"lot_n",73,"Middle Dutch"
"lot_n",73,"Old English"
"lot_n",73,"Frisian"
"lot_n",73,"German"
"lot_n",73,"Old High German"
"lot_n",73,"Germanic"
"lot_n",73,"Latin"
"lot_n",73,"Old Norse"
"lot_n",73,"Spanish"
"design_n",10,"French"
"design_n",10,"Italian"
"design_n",10,"Latin"
"design_v",1,"French"
"design_v",1,"Italian"
"design_v",1,"Latin"
"let_n",3,"Old English"
"let_n",3,"German"
"let_n",3,"Old High German"
"let_n",3,"Germanic"
"let_n",3,"Gothic"
"let_n",3,"Old Norse"
"let_v",450,"Dutch"
"let_v",450,"Middle English"
"let_v",450,"Old English"
"let_v",450,"French"
"let_v",450,"Frisian"
"let_v",450,"German"
"let_v",450,"Old High German"
"let_v",450,"Germanic"
"let_v",450,"Gothic"
"let_v",450,"Latin"
"distribution_n",2,"French"
"distribution_n",2,"Old French"
"distribution_n",2,"Latin"
"sparkler_n",1,"German"
"torch_n",48,"French"
"torch_n",48,"Old French"
"torch_n",48,"Greek"
"torch_n",48,"Latin"
"candle_n",25,"Arabic"
"candle_n",25,"Old English"
"candle_n",25,"French"
"candle_n",25,"German"
"candle_n",25,"Irish"
"candle_n",25,"Latin"
"candle_n",25,"Russian"
"candle_n",25,"Spanish"
"candle_n",25,"Welsh"
"fountain_n",27,"French"
"fountain_n",27,"Old French"
"fountain_n",27,"Italian"
"fountain_n",27,"Latin"
"fountain_n",27,"Persian"
"fountain_n",27,"Old Persian"
"fountain_n",27,"Sanskrit"
"fountain_n",27,"Spanish"
"goblin_n",12,"French"
"goblin_n",12,"German"
"goblin_n",12,"Greek"
"goblin_n",12,"Latin"
"thunder_n",33,"Dutch"
"thunder_n",33,"Middle Dutch"
"thunder_n",33,"Old English"
"thunder_n",33,"Frisian"
"thunder_n",33,"German"
"thunder_n",33,"Old High German"
"thunder_n",33,"Germanic"
"thunder_n",33,"Icelandic"
"thunder_n",33,"Latin"
"thunder_n",33,"Old Norse"
"thunder_n",33,"Persian"
"thunder_n",33,"Sanskrit"
"thunder_n",33,"Swedish"
"thunder_v",3,"Dutch"
"thunder_v",3,"Old English"
"thunder_v",3,"German"
"superb_adj",1,"Latin"
"moment_n",283,"French"
"moment_n",283,"Old French"
"moment_n",283,"Italian"
"moment_n",283,"Latin"
"moment_n",283,"Spanish"
"drop_n",26,"Dutch"
"drop_n",26,"Middle English"
"drop_n",26,"Old English"
"drop_n",26,"German"
"drop_n",26,"Old High German"
"drop_n",26,"Germanic"
"drop_n",26,"Old Norse"
"drop_v",31,"Dutch"
"drop_v",31,"Middle English"
"drop_v",31,"Old English"
"drop_v",31,"Frisian"
"drop_v",31,"German"
"drop_v",31,"Old High German"
"drop_v",31,"Germanic"
"scent_v",3,"French"
"scent_v",3,"Old French"
"scent_v",3,"Latin"
"touch_n",23,"French"
"touch_n",23,"Old French"
"touch_v",65,"French"
"touch_v",65,"Old French"
"touch_v",65,"Italian"
"touch_v",65,"Latin"
"touch_v",65,"Spanish"
"butterfly_n",3,"Dutch"
"butterfly_n",3,"Old English"
"glitter_v",39,"Middle English"
"glitter_v",39,"Old English"
"glitter_v",39,"German"
"glitter_v",39,"Old High German"
"glitter_v",39,"Germanic"
"glitter_v",39,"Gothic"
"glitter_v",39,"Greek"
"glitter_v",39,"Old Norse"
"eagle_n",17,"French"
"eagle_n",17,"Old French"
"eagle_n",17,"Latin"
"eagle_n",17,"Provençal"
"eagle_n",17,"Old Provençal"
"ship_n",62,"Danish"
"ship_n",62,"Dutch"
"ship_n",62,"Middle Dutch"
"ship_n",62,"Middle English"
"ship_n",62,"Old English"
"ship_n",62,"French"
"ship_n",62,"Frisian"
"ship_n",62,"German"
"ship_n",62,"Old High German"
"ship_n",62,"Germanic"
"ship_n",62,"Gothic"
"ship_n",62,"Italian"
"ship_n",62,"Old Norse"
"ship_n",62,"Swedish"
"phalanx_n",2,"Old English"
"phalanx_n",2,"Greek"
"phalanx_n",2,"Latin"
"phalanx_n",2,"Macedonian"
"phalanx_n",2,"Spanish"
"swan_n",11,"Danish"
"swan_n",11,"Dutch"
"swan_n",11,"Middle Dutch"
"swan_n",11,"Old English"
"swan_n",11,"German"
"swan_n",11,"Old High German"
"swan_n",11,"Germanic"
"swan_n",11,"Indo-European"
"swan_n",11,"Old Norse"
"swan_n",11,"Swedish"
"rain_n",74,"Dutch"
"rain_n",74,"Middle Dutch"
"rain_n",74,"Middle English"
"rain_n",74,"Old English"
"rain_n",74,"Frisian"
"rain_n",74,"German"
"rain_n",74,"Germanic"
"rain_n",74,"Gothic"
"rain_n",74,"Latin"
"rain_n",74,"Old Norse"
"rain_v",3,"Danish"
"rain_v",3,"Middle English"
"rain_v",3,"Old English"
"rain_v",3,"German"
"rain_v",3,"Old High German"
"rain_v",3,"Gothic"
"rain_v",3,"Old Norse"
"rain_v",3,"Swedish"
"yell_v",15,"Dutch"
"yell_v",15,"Middle Dutch"
"yell_v",15,"Old English"
"yell_v",15,"German"
"yell_v",15,"Old High German"
"yell_v",15,"Germanic"
"yell_v",15,"Old Norse"
"hiss_v",40,"Danish"
"hiss_v",40,"Middle English"
"hiss_v",40,"German"
"hot_adj",55,"Dutch"
"hot_adj",55,"Middle Dutch"
"hot_adj",55,"Middle English"
"hot_adj",55,"Old English"
"hot_adj",55,"Frisian"
"hot_adj",55,"German"
"hot_adj",55,"Germanic"
"hot_adj",55,"Gothic"
"hot_adj",55,"Lithuanian"
"hot_adj",55,"Old Norse"
"surprise_n",45,"French"
"surprise_n",45,"Old French"
"surprise_n",45,"Latin"
"surprise_v",5,"French"
"surprise_v",5,"Old French"
"intend_v",15,"Old English"
"intend_v",15,"French"
"intend_v",15,"Old French"
"intend_v",15,"German"
"intend_v",15,"Germanic"
"intend_v",15,"Latin"
"intend_v",15,"Old Norse"
"distance_n",70,"French"
"distance_n",70,"Old French"
"distance_n",70,"Latin"
"summit_n",16,"French"
"summit_n",16,"Old French"
"summit_n",16,"Latin"
"spout_n",2,"Dutch"
"spout_n",2,"Middle Dutch"
"spout_n",2,"Frisian"
"spout_v",4,"Dutch"
"spout_v",4,"Middle Dutch"
"spout_v",4,"Frisian"
"spout_v",4,"German"
"spout_v",4,"Germanic"
"spout_v",4,"Swedish"
"scarlet_n",7,"Dutch"
"scarlet_n",7,"French"
"scarlet_n",7,"Old French"
"scarlet_n",7,"German"
"scarlet_n",7,"Old High German"
"scarlet_n",7,"Germanic"
"scarlet_n",7,"Italian"
"scarlet_n",7,"Latin"
"scarlet_n",7,"Spanish"
"life_n",113,"Dutch"
"life_n",113,"Old English"
"life_n",113,"Frisian"
"life_n",113,"German"
"life_n",113,"Old High German"
"life_n",113,"Germanic"
"life_n",113,"Old Norse"
"jaw_n",7,"Old English"
"jaw_n",7,"French"
"jaw_n",7,"Old French"
"jaw_n",7,"Ga"
"jaw_n",7,"German"
"jaw_n",7,"Germanic"
"jaw_n",7,"Romance"
"roar_n",12,"Old English"
"roar_v",21,"Dutch"
"roar_v",21,"Middle Dutch"
"roar_v",21,"Middle English"
"roar_v",21,"Old English"
"roar_v",21,"German"
"roar_v",21,"Latin"
"roar_v",21,"Lithuanian"
"roar_v",21,"Church Slavonic"
"roar_v",21,"Old Church Slavonic"
"roar_v",21,"Sanskrit"
"crowd_v",6,"Dutch"
"crowd_v",6,"Middle Dutch"
"crowd_v",6,"Old English"
"crowd_v",6,"German"
"crowd_v",6,"Middle High German"
"crowd_v",6,"Norwegian"
"train_n",2,"French"
"train_n",2,"Old French"
"train_n",2,"Latin"
"somersault_n",1,"French"
"somersault_n",1,"Latin"
"somersault_n",1,"Provençal"
"somersault_n",1,"Old Provençal"
"burst_n",12,"Middle English"
"burst_v",15,"Dutch"
"burst_v",15,"Middle Dutch"
"burst_v",15,"Middle English"
"burst_v",15,"Old English"
"burst_v",15,"Frisian"
"burst_v",15,"German"
"burst_v",15,"Low German"
"burst_v",15,"Old High German"
"burst_v",15,"Germanic"
"burst_v",15,"Old Norse"
"explosion_n",2,"French"
"explosion_n",2,"Latin"
"signal_n",11,"French"
"signal_n",11,"Old French"
"signal_n",11,"Latin"
"pain_n",57,"French"
"pain_n",57,"Old French"
"pain_n",57,"Greek"
"pain_n",57,"Latin"
"pain_v",7,"Middle English"
"pain_v",7,"French"
"pain_v",7,"Old French"
"alarm_n",14,"French"
"alarm_n",14,"Old French"
"alarm_n",14,"Italian"
"alarm_n",14,"Latin"
"alarm_v",4,"French"
"vanish_v",93,"French"
"vanish_v",93,"Old French"
"vanish_v",93,"Latin"
"prostrate_adj",2,"Latin"
"splendid_adj",8,"Irish"
"splendid_adj",8,"Middle Irish"
"splendid_adj",8,"Latin"
"splendid_adj",8,"Lithuanian"
"limit_n",2,"French"
"limit_n",2,"Old French"
"limit_n",2,"Latin"
"limit_v",1,"French"
"limit_v",1,"Old French"
"limit_v",1,"Latin"
"dozen_n",24,"Danish"
"dozen_n",24,"Dutch"
"dozen_n",24,"French"
"dozen_n",24,"Old French"
"dozen_n",24,"German"
"dozen_n",24,"Latin"
"dozen_n",24,"Russian"
"dozen_n",24,"Spanish"
"consider_v",25,"French"
"consider_v",25,"Old French"
"consider_v",25,"Latin"
"select_v",2,"Latin"
"addition_n",4,"French"
"addition_n",4,"Old French"
"addition_n",4,"Latin"
"parental_adj",1,"Latin"
"easy_adj",54,"Middle English"
"easy_adj",54,"Old English"
"easy_adj",54,"French"
"easy_adj",54,"Old French"
"easy_adj",54,"German"
"easy_adj",54,"Germanic"
"provender_n",2,"French"
"provender_n",2,"Old French"
"provender_n",2,"Ga"
"provender_n",2,"Latin"
"grandmother_n",5,"Old English"
"grandmother_n",5,"French"
"connect_v",3,"French"
"connect_v",3,"Latin"
"remote_adj",26,"Latin"
"detest_v",1,"French"
"detest_v",1,"Latin"
"magnificent_adj",3,"French"
"magnificent_adj",3,"Old French"
"magnificent_adj",3,"Latin"
"ink_n",4,"Danish"
"ink_n",4,"Old English"
"ink_n",4,"French"
"ink_n",4,"Old French"
"ink_n",4,"German"
"ink_n",4,"Greek"
"ink_n",4,"Italian"
"ink_n",4,"Latin"
"ink_n",4,"Portuguese"
"ink_n",4,"Spanish"
"ink_n",4,"Swedish"
"refuse_n",3,"French"
"refuse_n",3,"Old French"
"refuse_n",3,"Latin"
"refuse_v",27,"French"
"refuse_v",27,"Old French"
"refuse_v",27,"Latin"
"specialize_v",1,"French"
"reputation_n",5,"French"
"reputation_n",5,"Old French"
"reputation_n",5,"Latin"
"expect_v",103,"Latin"
"feast_n",31,"Middle English"
"feast_n",31,"French"
"feast_n",31,"Old French"
"feast_n",31,"Italian"
"feast_n",31,"Latin"
"feast_n",31,"Spanish"
"feast_v",5,"French"
"feast_v",5,"Old French"
"dread_v",11,"Old English"
"dread_v",11,"German"
"dread_v",11,"Old High German"
"speech_n",58,"Danish"
"speech_n",58,"Dutch"
"speech_n",58,"Middle English"
"speech_n",58,"Old English"
"speech_n",58,"Frisian"
"speech_n",58,"German"
"speech_n",58,"Old High German"
"speech_n",58,"Germanic"
"inevitable_adj",2,"Latin"
"item_n",6,"French"
"item_n",6,"Latin"
"drag_n",3,"Old English"
"drag_n",3,"German"
"drag_n",3,"Old Norse"
"drag_n",3,"Swedish"
"drag_n",3,"Yiddish"
"drag_v",39,"Old English"
"drag_v",39,"German"
"drag_v",39,"Germanic"
"drag_v",39,"Latin"
"drag_v",39,"Old Norse"
"drag_v",39,"Russian"
"drag_v",39,"Sanskrit"
"poetry_n",9,"Old English"
"poetry_n",9,"French"
"poetry_n",9,"Old French"
"poetry_n",9,"Latin"
"glass_n",39,"Danish"
"glass_n",39,"Dutch"
"glass_n",39,"Middle Dutch"
"glass_n",39,"Old English"
"glass_n",39,"German"
"glass_n",39,"Germanic"
"glass_n",39,"Irish"
"glass_n",39,"Old Irish"
"glass_n",39,"Latin"
"glass_n",39,"Old Norse"
"glass_n",39,"Welsh"
"allude_v",1,"French"
"allude_v",1,"Latin"
"absurd_adj",10,"French"
"absurd_adj",10,"Latin"
"disappoint_v",1,"French"
"disappoint_v",1,"Old French"
"abundant_adj",1,"French"
"abundant_adj",1,"Old French"
"abundant_adj",1,"Latin"
"purchase_n",1,"French"
"purchase_n",1,"Old French"
"purchase_v",2,"French"
"purchase_v",2,"Old French"
"throughout_prep",3,"Old English"
"throughout_prep",3,"German"
"ensue_v",1,"French"
"ensue_v",1,"Old French"
"ensue_v",1,"Latin"
"cellar_n",4,"French"
"cellar_n",4,"Old French"
"cellar_n",4,"Latin"
"warehouse_n",1,"Dutch"
"warehouse_n",1,"German"
"company_n",267,"Middle English"
"company_n",267,"French"
"company_n",267,"Old French"
"company_n",267,"Latin"
"tolerant_adj",1,"French"
"tolerant_adj",1,"Latin"
"dainty_adj",1,"Middle English"
"dainty_adj",1,"French"
"dainty_adj",1,"Old French"
"dainty_adj",1,"Latin"
"cheer_n",10,"French"
"cheer_n",10,"Old French"
"cheer_n",10,"Greek"
"cheer_n",10,"Latin"
"cheer_n",10,"Spanish"
"repeat_v",25,"French"
"repeat_v",25,"Old French"
"repeat_v",25,"Latin"
"chorus_n",7,"Greek"
"chorus_n",7,"Latin"
"reluctant_adj",12,"Italian"
"reluctant_adj",12,"Latin"
"reluctant_adj",12,"Spanish"
"advice_n",34,"French"
"advice_n",34,"Old French"
"advice_n",34,"Latin"
"chair_n",63,"French"
"chair_n",63,"Old French"
"chair_n",63,"Latin"
"silk_n",4,"Chinese"
"silk_n",4,"Dutch"
"silk_n",4,"Middle English"
"silk_n",4,"Old English"
"silk_n",4,"French"
"silk_n",4,"Old French"
"silk_n",4,"German"
"silk_n",4,"Germanic"
"silk_n",4,"Greek"
"silk_n",4,"Italian"
"silk_n",4,"Latin"
"silk_n",4,"Lithuanian"
"silk_n",4,"Manchu"
"silk_n",4,"Mongo"
"silk_n",4,"Mongolian"
"silk_n",4,"Old Norse"
"silk_n",4,"Church Slavonic"
"silk_n",4,"Old Church Slavonic"
"silk_n",4,"Slavic"
"silk_n",4,"Spanish"
"wave_n",20,"Middle English"
"wave_n",20,"Old English"
"wave_n",20,"Frisian"
"wave_n",20,"German"
"wave_n",20,"Old High German"
"wave_n",20,"Germanic"
"wave_n",20,"Gothic"
"wave_n",20,"Old Norse"
"wave_v",20,"Old English"
"wave_v",20,"German"
"wave_v",20,"Middle High German"
"wave_v",20,"Germanic"
"wave_v",20,"Old Norse"
"elderly_adj",1,"Old English"
"happy_adj",18,"Old English"
"happy_adj",18,"Greek"
"happy_adj",18,"Irish"
"happy_adj",18,"Welsh"
"hammer_n",15,"Dutch"
"hammer_n",15,"Middle Dutch"
"hammer_n",15,"Old English"
"hammer_n",15,"French"
"hammer_n",15,"German"
"hammer_n",15,"Old High German"
"hammer_n",15,"Germanic"
"hammer_n",15,"Latin"
"hammer_n",15,"Old Norse"
"hammer_n",15,"Church Slavonic"
"hammer_n",15,"Old Church Slavonic"
"hammer_n",15,"Russian"
"hammer_v",5,"Middle English"
"hammer_v",5,"Old English"
"obvious_adj",2,"Latin"
"noise_n",89,"Middle English"
"noise_n",89,"French"
"noise_n",89,"Old French"
"noise_n",89,"Latin"
"noise_n",89,"Provençal"
"noise_n",89,"Old Provençal"
"trumpet_n",36,"French"
"trumpet_n",36,"Old French"
"horn_n",127,"Dutch"
"horn_n",127,"Old English"
"horn_n",127,"French"
"horn_n",127,"Frisian"
"horn_n",127,"German"
"horn_n",127,"Germanic"
"horn_n",127,"Gothic"
"horn_n",127,"Latin"
